Constituencies, CANDIDATE NAME , PARTY , TOTAL , % VOTES POLLED , TOTAL ELECTORS ,
Risod,9 Anil Rangrao Ghuge,IND,746,0.51%,308878,
Risod,10 Dattarao Bhikaji Dhande,AIMIM,679,0.48%,308878,
Risod,11 Prashant Vishnu Bakal,IND,650,0.36%,308878,
Risod,12 Dr. Prashant Gawande Patil,SBBGP,639,0.33%,308878,
Risod,13 She. Khaja She. Farid,BSP,598,0.32%,308878,
Risod,14 Rajesh Shrikrushna Ambhore,BVA,596,0.31%,308878,
Risod,15 Vijaykumar Wamanrao Ulhamale,MNS,586,0.29%,308878,
Risod,16 Dr. Radhakisan Madhukarrao Kshirsagar,IND,486,0.29%,308878,
Risod,17 Dr. Rajiv Nandkishor Agrawal,IND,312,0.29%,308878,
Risod,TOTAL,NA,205417,0.24%,NA,
Washim,1 Lakhan Sahadeo Malik,BJP,66159,0.15%,349279,
Washim,2 Siddharth Akaramji Deole,VBA,52464,66.50%,349279,
Washim,3 Pendharkar Shashikant Yashwantrao,IND,45407,32.00%,349279,
Washim,4 Rajani Mahadev Rathod,INC,30716,25.38%,349279,
Washim,5 Dr. Bharat Laxman Nandure,CPI,1655,21.96%,349279,
Washim,6 NOTA,NOTA,1491,14.86%,349279,
Washim,7 Sachin Wamanrao Pattebahadur,IND,1411,0.80%,349279,
Washim,8 Mahada Ashru Hiwale,VMP,1411,0.72%,349279,
Washim,9 Bhalerao Dipak Ramesh,IND,1314,0.68%,349279,
Washim,10 Rahul Jaikumar Balkhande,SBBGP,1074,0.68%,349279,
Washim,11 Santosh Bansi Kodisangat,PHJSP,1069,0.64%,349279,
Washim,12 Bhagwat Sakharam Ranbawale,IND,978,0.52%,349279,
Washim,13 Dilip Pandurang Bhojraj,BSP,846,0.52%,349279,
Washim,14 Saurabh Ravindra Gaikwad,BMUP,738,0.47%,349279,
Washim,TOTAL,NA,206733,0.41%,NA,
Karanja,1 PATNI RAJENDRA SUKHANAND,BJP,73205,0.36%,301654,
Karanja,2 DAHAKE PRAKASH UTTAMRAO,NCP,50481,59.19%,301654,
Karanja,3 MO. YUSUF MO. SHAFI PUNJANI,BSP,41907,39.29%,301654,
Karanja,4 DR. RAM SHESHRAO CHAVHAN,VBA,12493,27.09%,301654,
Karanja,5 DR. SUBHASH PANDURANG RATHOD,MNS,2160,22.49%,301654,
Karanja,6 DIGAMBAR NARENDRA CHAVHAN,IND,1816,6.70%,301654,
Karanja,7 NOTA,NOTA,1142,1.16%,301654,
Karanja,8 ANNASAHEB UTTAM RODGE,IND,566,0.97%,301654,
Karanja,9 VINOD PANJABRAO NANDAGAVALI,IND,495,0.61%,301654,
Karanja,10 ADESH RAMBHAU GAWAI,BMUP,412,0.30%,301654,
Karanja,11 MANISH DAMODAR MODAK,PHJSP,408,0.27%,301654,
Karanja,12 KARIM SATTAR SHEIKH,RUC,369,0.22%,301654,
Karanja,13 CO. RAMKRUSHNA PUNDLIKRAO SAWAKE,CPIM,278,0.22%,301654,
Karanja,14 MANIK MAHADEVRAO PAWADE,SBBGP,264,0.20%,301654,
Karanja,15 PURUSHOTTAM NAGOJI THOMBE,RPIR,189,0.15%,301654,
Karanja,16 MURLIDHAR LALSING PAWAR,VINPA,157,0.14%,301654,
Karanja,TOTAL,NA,186342,0.10%,NA,
Dhamamgaon railway,1 ADSAD PRATAP ARUNBHAU,BJP,90832,0.08%,314698,
Dhamamgaon railway,2 JAGTAP VIRENDRA WALMIKRAO,INC,81313,61.77%,314698,
Dhamamgaon railway,3 VISHWAKARMA NILESH TARACHAND,VBA,23779,43.29%,314698,
Dhamamgaon railway,4 PRAVIN DINKARRAO GHUIKHEDKAR,IND,2668,38.75%,314698,
Dhamamgaon railway,5 ABHIJIT PRAVIN DHEPE,IND,2553,11.33%,314698,
Dhamamgaon railway,6 SAVITA BHIMRAO KATAKTALWARE,BSP,2196,1.27%,314698,
Dhamamgaon railway,7 FIROZ PATHAN,IND,1030,1.22%,314698,
Dhamamgaon railway,8 MAROTI NAMADEV SAHARE,IND,988,1.05%,314698,
Dhamamgaon railway,9 SHAILESH DIWAKAR ROHANKAR,IND,843,0.49%,314698,
Dhamamgaon railway,10 NOTA,NOTA,788,0.47%,314698,
Dhamamgaon railway,11 VISHAL UTTAMRAO GHADGE,ABHM,418,0.40%,314698,
Dhamamgaon railway,12 CHANDRDEEP ALIAS NANASAHEB SHANKARRAO DONGARE,IND,405,0.38%,314698,
Dhamamgaon railway,13 SONWANE AWADHUT VISHWANATH,IND,249,0.20%,314698,
Dhamamgaon railway,14 CHAUDHARI WASUDEO KASHINATHRAO,JANADIP,247,0.19%,314698,
Dhamamgaon railway,15 NILAM DEVIDAS RANGARKAR,IND,239,0.12%,314698,
Dhamamgaon railway,16 SUNITA VIJAY RAIBOLE,PPID,235,0.12%,314698,
Dhamamgaon railway,17 GAURAV SUDHAKARRAO SAWALAKHE,IND,229,0.11%,314698,
Dhamamgaon railway,18 UTTAMRAO JUNGLUJI GAWAI,RP(K),229,0.11%,314698,
Dhamamgaon railway,19 DESHMUKH PRAVINYA PRAMODRAO,IND,224,0.11%,314698,
Dhamamgaon railway,20 KHOBRAGADE HARSHWARDHAN BALIRAMJI,BVA,222,0.11%,314698,
Dhamamgaon railway,21 SANDEEP BABULAL MESHRAM,IND,133,0.11%,314698,
Dhamamgaon railway,TOTAL,NA,209820,0.11%,NA,
Badnera,1 Ravi Rana,IND,90460,0.06%,355888,
Badnera,2 Band Priti Sanjay,SHS,74919,66.67%,355888,
Badnera,3 Pramod Yashwantrao Ingale,VBA,8205,48.46%,355888,
Badnera,4 Sheela Santosh Meshram,IND,3740,40.14%,355888,
Badnera,5 Adv. Vilas Devidas Gawande,BSP,3419,4.40%,355888,
Badnera,6 NOTA,NOTA,1329,2.00%,355888,
Badnera,7 Shekh Shaphi Abdul Haphij,IND,767,1.83%,355888,
Badnera,8 Mrudula Kishor Sonone,IND,712,0.71%,355888,
Badnera,9 Rani Patil,IND,708,0.41%,355888,
Badnera,10 Suraj Narayan Gharade,IND,485,0.38%,355888,
Badnera,11 Gadhave Pravin Rameshwarrao,KiSP,343,0.38%,355888,
Badnera,12 Rahul Manikrao Deshmukh,PPID,297,0.26%,355888,
Badnera,13 Gadling Shridhar Vithoba,IND,272,0.18%,355888,
Badnera,14 Adv. Ratnakar Sudamrao Bansod,BMUP,269,0.16%,355888,
Badnera,15 Athawale Sanjay Hiramanji,BVA,196,0.15%,355888,
Badnera,16 Prashant Panjab Jadhav,IND,188,0.14%,355888,
Badnera,17 Mahesh Subhashrao Deshmukh,IND,163,0.11%,355888,
Badnera,18 Chavhan Jivan Kishorrao,GGP,148,0.10%,355888,
Badnera,19 Suresh Maroti Meshram,IND,45,0.09%,355888,
Badnera,TOTAL,NA,186665,0.08%,NA,
Amravati,1 Sulbha Sanjay Khodke,INC,82581,0.02%,345746,
Amravati,2 Dr. Sunil Panjabrao Deshmukh,BJP,64313,52.45%,345746,
Amravati,3 Alim Patel Mo. Wahid,VBA,17103,47.81%,345746,
Amravati,4 NOTA,NOTA,1944,37.23%,345746,
Amravati,5 Mohhammad Ejaj Mohammad Yunus,IND,1790,9.90%,345746,
Amravati,6 Dr. Moin Mufeez Deshmukh,BSP,1372,1.13%,345746,
Amravati,7 Rahulbhau Mohod Alias “Buddhaputra”,BAHUMP,475,1.04%,345746,
Amravati,8 Abhijit Rajendra Dalvi,IND,466,0.79%,345746,
Amravati,9 Ganesh Manohar Patil,IND,361,0.28%,345746,
Amravati,10 Kishoranand Ajabrao Deshmukh,IND,292,0.27%,345746,
Amravati,11 Chaudhari Wasudeo Kashinathrao,JANADIP,290,0.21%,345746,
Amravati,12 Bhau Purushottam Bagdi,IND,283,0.17%,345746,
Amravati,13 Ramkrishna Adkuji Mahajan,IND,231,0.17%,345746,
Amravati,14 Raju Madhukarrao Kalane,KiSP,197,0.16%,345746,
Amravati,15 Dhananjay Deshmukh,SBBGP,184,0.13%,345746,
Amravati,16 Dr. Roshan Prabhakarrao Ardak,AAAP,162,0.11%,345746,
Amravati,17 Pravin Mahadev Alias Maroti Sarode,IND,153,0.11%,345746,
Amravati,18 Sindhu Tai Vilas Ingle,IND,148,0.09%,345746,
Amravati,19 Madhav Jalbaji Karegaonkar,IND,145,0.09%,345746,
Amravati,20 Pramod Damodarrao Wakode,PPID,126,0.09%,345746,
Amravati,21 Raosaheb Gondane,RJanPty,107,0.08%,345746,
Amravati,TOTAL,NA,172723,0.07%,NA,
Teosa,1 Adv. Yashomati Chandrakant Thakur,INC,76218,0.06%,295992,
Teosa,2 Rajesh Shriram Wankhade,SHS,65857,49.96%,295992,
Teosa,3 Dipak Devrao Sardar,VBA,14353,43.89%,295992,
Teosa,4 Chhotu Maharaj Wasu (Pawan Vijay Wasu),PHJSP,10598,37.92%,295992,
Teosa,5 Abdul Naim Abdul Jalil,BSP,3147,8.26%,295992,
Teosa,6 NOTA,NOTA,1131,6.10%,295992,
Teosa,7 Sanjay Shivling Kolhe,IND,671,1.81%,295992,
Teosa,8 Dilip Bajirao Dhanade,IND,580,0.65%,295992,
Teosa,9 Bodakhe Sanjay Gopalrao,PPID,434,0.39%,295992,
Teosa,10 Mo. Rajik Sk. Hasan,IND,400,0.33%,295992,
Teosa,11 Pradip Gangadhar Mahajan,BMUP,287,0.25%,295992,
Teosa,TOTAL,NA,173676,0.23%,NA,
Daryapur,1 Balwant Baswant Wankhade,INC,95889,0.17%,297583,
Daryapur,2 Bundile Ramesh Ganpatrao,BJP,65370,58.68%,297583,
Daryapur,3 Seema Sawale,IND,18429,50.38%,297583,
Daryapur,4 Wakpanjar Rekha Sahebrao,VBA,4612,34.34%,297583,
Daryapur,5 Adv. Santosh Gonduji Kolhe,RPI,1482,9.68%,297583,
Daryapur,6 NOTA,NOTA,1376,2.42%,297583,
Daryapur,7 Gautam Ramdas Ingale,BSP,914,0.78%,297583,
Daryapur,8 Sanjay Tulashiram Pinjarkar,IND,800,0.72%,297583,
Daryapur,9 Adv. Bodade Chandrakant Babanrao,MPS(T),521,0.48%,297583,
Daryapur,10 Vijay Yashwant Vilhekar,IND,499,0.42%,297583,
Daryapur,11 Meshram Vinod Gulabrao,ARP,282,0.27%,297583,
Daryapur,12 Meenakshi Someshor Karwade,BAHUMP,172,0.26%,297583,
Daryapur,TOTAL,NA,190346,0.15%,NA,
Melghat,1 Rajkumar Dayaram Patel,PHJSP,84569,0.09%,277523,
Melghat,2 Ramesh Mawaskar,BJP,43207,63.96%,277523,
Melghat,3 Kewalram Tulshiram Kale,NCP,35863,46.48%,277523,
Melghat,4 Darsimbe Mannalal Khubilal,IND,8908,23.75%,277523,
Melghat,5 NOTA,NOTA,2835,19.71%,277523,
Melghat,6 Gangaram Kunjilal Jambekar,IND,2345,4.90%,277523,
Melghat,7 Dhande Laxman Shikari,BSP,1646,1.56%,277523,
Melghat,8 Umesh Shankarrao Jambhe,PPID,1560,1.29%,277523,
Melghat,9 Shailendra Vijay Gawande,IND,1008,0.90%,277523,
Melghat,TOTAL,NA,181941,0.86%,NA,
Achalpur,1 Bachchu Babarao Kadu,PHJSP,81252,0.55%,275255,
Achalpur,2 ANIRUDDHA ALIAS BABLUBHAU SUBHANRAO DESHMUKH,INC,72856,65.56%,275255,
Achalpur,3 SUNITA NARENDRARAO FISKE,SHS,15064,43.88%,275255,
Achalpur,4 ABDUL NAZIM ABDUL RAUF,AIMIM,6329,39.35%,275255,
Achalpur,5 NANDESH SHESHRAO AMBADKAR,VBA,3355,8.14%,275255,
Achalpur,6 DR. RAJENDRA RAMKRISHNA GAWAI,RPI,2591,3.42%,275255,
Achalpur,7 NOTA,NOTA,1496,1.81%,275255,
Achalpur,8 RAHUL KADU,IND,1152,1.40%,275255,
Achalpur,9 SY. ASHAPAK SY.ALI,BSP,395,0.81%,275255,
Achalpur,10 ROHIDAS ALIAS PREM HARICHAND GAJBHIYE,BMUP,288,0.62%,275255,
Achalpur,11 Ravi Gunvantrao Wankhade,IND,222,0.21%,275255,
Achalpur,12 PUNDLIKRAO KHADE,IND,161,0.16%,275255,
Achalpur,TOTAL,NA,185161,0.12%,NA,
Morshi,1 Devendra Mahadevrao Bhuyar,SWP,96152,0.09%,289657,
Morshi,2 Dr. Anil Sukhdeorao Bonde,BJP,86361,67.27%,289657,
Morshi,3 Bhajikhaye Rajendra Sheshrao,BSP,2629,50.09%,289657,
Morshi,4 Chandrakant Vasantrao Kumare,GGP,1774,44.99%,289657,
Morshi,5 NOTA,NOTA,1769,1.37%,289657,
Morshi,6 Mahendra Uttamarao Bhatkule,BMUP,783,0.92%,289657,
Morshi,7 Khasbage Sanjay Digambar,IND,636,0.92%,289657,
Morshi,8 Tantarpale Gopal Yeshwantrao,IND,588,0.41%,289657,
Morshi,9 Vinayak Khajinrao Waghmare,IND,455,0.33%,289657,
Morshi,10 Gunvant Tukaram Dawande,IND,286,0.31%,289657,
Morshi,11 Vilas Santosh Raut,PSPU,285,0.24%,289657,
Morshi,12 Yuwanate Mahadeo Bastiramji,IND,256,0.15%,289657,
Morshi,TOTAL,NA,191974,0.15%,NA,
Arvi,1 Dadarao Yadaoraoji Keche,BJP,87318,0.13%,262594,
Arvi,2 Amar Sharadrao Kale,INC,74851,66.28%,262594,
Arvi,3 Deepak M. Madavi,IND,6031,49.35%,262594,
Arvi,4 Topale Rupachand,VBA,2848,42.31%,262594,
Arvi,5 Adv. Chandrashekhar Dongre,BSP,2386,3.41%,262594,
Arvi,6 NOTA,NOTA,1416,1.61%,262594,
Arvi,7 Dilip Shamraoji Potfode,IND,1011,1.35%,262594,
Arvi,8 Sanjay Ambadas Wankhede,SBBGP,356,0.80%,262594,
Arvi,9 Vilas Vinayakrao Kailuke,IND,270,0.57%,262594,
Arvi,10 Rahul Parasanji Tayde,BMUP,226,0.20%,262594,
Arvi,11 Avinash Suresh Badhiye,IND,216,0.15%,262594,
Arvi,TOTAL,NA,176929,0.13%,NA,
Deoli,1 Ranjit Prataprao Kamble,INC,75345,0.12%,275460,
Deoli,2 Rajesh Bhauraoji Bakane,IND,39541,67.38%,275460,
Deoli,3 Samir Sureshrao Deshmukh,SHS,30978,43.05%,275460,
Deoli,4 Siddharatha Bhojraj Doifode,VBA,8324,22.59%,275460,
Deoli,5 Agrawal Dilip Bajranglal,IND,8016,17.70%,275460,
Deoli,6 Mohan Ramraoji Raikwar,BSP,5166,4.76%,275460,
Deoli,7 Mhaiskar Umesh Mahadeorao,IND,1617,4.58%,275460,
Deoli,8 Rajesh Champat Sawarkar,PHJSP,1221,2.95%,275460,
Deoli,9 NOTA,NOTA,1002,0.92%,275460,
Deoli,10 Chetan Ratanlal Sahu,SVPP,929,0.70%,275460,
Deoli,11 Kiran Marotrao Parise,IND,802,0.57%,275460,
Deoli,12 Harshpal Arun Mendhe,IND,628,0.53%,275460,
Deoli,13 Nitin Pundlikrao Wankhede,SBBGP,567,0.46%,275460,
Deoli,14 Nighot Dnyaneshwar Madhukarrao,IND,507,0.36%,275460,
Deoli,15 Kapilvruksha Babarao Godghate,IND,390,0.32%,275460,
Deoli,TOTAL,NA,175033,0.29%,NA,
Hinganghat,1 Samir Trimbakrao Kunawar,BJP,103585,0.22%,296130,
Hinganghat,2 Raju Alias Mohan Wasudeorao Timande,NCP,53130,63.54%,296130,
Hinganghat,3 Ashok Shamrao Shinde,IND,12623,53.83%,296130,
Hinganghat,4 Dr Umesh Somaji Waware,VBA,6810,27.61%,296130,
Hinganghat,5 Vilas Nanaji Tembhare,BSP,4285,6.56%,296130,
Hinganghat,6 Damadu Warlu Madavi,GGP,3385,3.54%,296130,
Hinganghat,7 Anil Atmaram Jawade,IND,2419,2.23%,296130,
Hinganghat,8 NOTA,NOTA,1764,1.76%,296130,
Hinganghat,9 Manda Ramesh Thaware,IND,1202,1.26%,296130,
Hinganghat,10 Ashwin Shrawan Tawade,IND,1041,0.92%,296130,
Hinganghat,11 Kisna Natthuji Vyapari,IND,958,0.62%,296130,
Hinganghat,12 Prashant Bhimarao Deshmukh,SBBGP,475,0.54%,296130,
Hinganghat,13 Shyam Bhaskar Idapwar,IND,389,0.50%,296130,
Hinganghat,14 Manish Bhimraoji Kamble,IND,346,0.25%,296130,
Hinganghat,TOTAL,NA,192412,0.20%,NA,
Wardha,1 Dr. Pankaj Rajesh Bhoyar,BJP,79739,0.18%,316641,
Wardha,2 Shekhar Pramod Shende,INC,71806,64.98%,316641,
Wardha,3 Anant Shamraoji Umate,VBA,6383,47.08%,316641,
Wardha,4 Manish Devrao Pusate,BSP,4273,42.40%,316641,
Wardha,5 NOTA,NOTA,2729,3.77%,316641,
Wardha,6 Niraj Gulabrao Gujar,IND,1847,2.52%,316641,
Wardha,7 Prakash Bajirao Walke,GGP,983,1.61%,316641,
Wardha,8 Chandrashekhar Kashinath Madavi,IND,791,1.09%,316641,
Wardha,9 Chandrabhan Ramaji Nakhale,IND,314,0.58%,316641,
Wardha,10 Sachin Pandurang Raut Alias (Guru Bhau),IND,287,0.47%,316641,
Wardha,11 Adv. Nandkishor Pralhadrao Borkar,IND,211,0.19%,316641,
Wardha,TOTAL,NA,169363,0.17%,NA,
Katol,1 Anil Deshmukh,NCP,96842,0.12%,272288,
Katol,2 Charansing Babulalji Thakur,BJP,79785,53.49%,272288,
Katol,3 Dinesh Gunvant Tule,VBA,5807,50.96%,272288,
Katol,4 NOTA,NOTA,2004,41.99%,272288,
Katol,5 Mohammad Junaidbab Mohammad Walibaba,BSP,1366,3.06%,272288,
Katol,6 Charan Kamal Thakur,IND,1237,1.05%,272288,
Katol,7 Dhurve Ravindra Damodhar,GGP,1006,0.72%,272288,
Katol,8 Pradip Madanrao Ubale,PHJSP,817,0.65%,272288,
Katol,9 Nitin Chandrabhan Bagde,IND,678,0.53%,272288,
Katol,10 Madhuri Pradeep Gajbhiye,BMUP,280,0.43%,272288,
Katol,11 Kasu Ishwar Bagde,CPIM,195,0.36%,272288,
Katol,TOTAL,NA,190017,0.15%,NA,
Savner,1 KEDAR SUNIL CHHATRAPAL,INC,113184,0.10%,311018,
Savner,2 Rajeev Bhaskarrao Potdar,BJP,86893,69.79%,311018,
Savner,3 SANCHAYATA SUDESH PATIL,BSP,4381,53.47%,311018,
Savner,4 PRAMOD VYANKATRAO BAGDE,VBA,3539,41.05%,311018,
Savner,5 NOTA,NOTA,1819,2.07%,311018,
Savner,6 VIJAY PANDHARI RAJURKAR,BMUP,665,1.67%,311018,
Savner,7 ARUN TEJARAO KEDAR,STBP,509,0.86%,311018,
Savner,8 BHIMRAO RAGHOBAJI NIKOSE,IND,461,0.31%,311018,
Savner,9 GAJANAN MADHUKAR BHINGARE,IND,221,0.24%,311018,
Savner,TOTAL,NA,211672,0.22%,NA,
Hingna,1 Meghe Sameer Dattatraya,BJP,121305,0.10%,376915,
Hingna,2 Ghodmare Vijaybabu Pandurangji,NCP,75138,68.06%,376915,
Hingna,3 Nitesh Jivan Jangle,VBA,15371,53.47%,376915,
Hingna,4 Rahul Dhanraj Sontakke,BSP,9320,33.12%,376915,
Hingna,5 NOTA,NOTA,2256,6.78%,376915,
Hingna,6 Sanjay Vinayakrao Hurpate,IND,1025,4.11%,376915,
Hingna,7 Nashim Tapkir Alam,PPID,485,0.99%,376915,
Hingna,8 Ghodmare Vijay,IND,484,0.45%,376915,
Hingna,9 Sudhakar Tarachand Wakde,IND,416,0.21%,376915,
Hingna,10 Comred Madhav Champatrao Bhonde,IND,287,0.21%,376915,
Hingna,11 Sushil Kumar Dholekar,IND,264,0.18%,376915,
Hingna,12 Somkuwar Roshan Liladhar,IND,259,0.13%,376915,
Hingna,13 Comred Madhuri Rajput,SUCI(C),256,0.12%,376915,
Hingna,TOTAL,NA,226866,0.11%,NA,
Umred,1 Raju Devnath Parwe,INC,91968,0.11%,284768,
Umred,2 Sudhir Laxman Parwe,BJP,73939,60.19%,284768,
Umred,3 Sandip Sahadeo Meshram,BSP,18567,46.53%,284768,
Umred,4 Rukshdas Mokasrao Bansod,VBA,5931,37.41%,284768,
Umred,5 Manojkumar Manoranjan Bawangade,MNS,1790,9.39%,284768,
Umred,6 NOTA,NOTA,1724,3.00%,284768,
Umred,7 Nitnavare Vinod Shalikram,IND,952,0.91%,284768,
Umred,8 Pandurang Modku Shambharkar,APoI,835,0.87%,284768,
Umred,9 Abhishek Chaturbhuj Bansod,IND,699,0.48%,284768,
Umred,10 Kamble Milind Devrao,PWPI,490,0.42%,284768,
Umred,11 Mina Gulabrao Warkar,RJBP,404,0.35%,284768,
Umred,12 Bawane Padmakar Domaji,BMUP,359,0.25%,284768,
Umred,TOTAL,NA,197658,0.20%,NA,
Nagpur South West,1 Devendra Gangadharrao Fadnavis,BJP,109237,0.18%,384355,
Nagpur South West,2 Dr. Ashish Deshmukh,INC,59893,69.41%,384355,
Nagpur South West,3 Ravi Als Ravindra Paikuji Shende,VBA,8821,56.86%,384355,
Nagpur South West,4 Vivek Vinayak Hadke,BSP,7646,31.18%,384355,
Nagpur South West,5 NOTA,NOTA,3064,4.59%,384355,
Nagpur South West,6 Amol Bhimraoji Hadke,AAAP,1125,3.98%,384355,
Nagpur South West,7 Shailesh Krushnarao Mankar,IND,313,1.59%,384355,
Nagpur South West,8 Prashant Pawar,IND,231,0.59%,384355,
Nagpur South West,9 Adv. Pankaj Manikrao Shambharkar,IND,224,0.16%,384355,
Nagpur South West,10 Sanjeev Tarachand Tirpude,RPI(KH),218,0.12%,384355,
Nagpur South West,11 Sachin Jagorao Patil,MHBHVCAG,205,0.12%,384355,
Nagpur South West,12 Prabhakar Krushnaji Satpaise,IND,199,0.11%,384355,
Nagpur South West,13 Jyotsna Vijay Adakane (Khairkar),IND,178,0.11%,384355,
Nagpur South West,14 Ambadas Lokhande,BMUP,154,0.10%,384355,
Nagpur South West,15 Kantilal Haribhau Pakhide,BARESP,111,0.09%,384355,
Nagpur South West,16 Reena Yashvir Singh,IND,93,0.08%,384355,
Nagpur South West,17 Dharmashila Mahendra Bharadwaj,IND,93,0.06%,384355,
Nagpur South West,18 Com. Yogesh Krushnarao Thakre,CPIM,84,0.05%,384355,
Nagpur South West,19 Raju Singh Ganesh Chauhan,BALP,79,0.05%,384355,
Nagpur South West,20 Dipak Laxmanrao Maske,IND,77,0.04%,384355,
Nagpur South West,21 Arun Bhaurao Niture,RKBP,73,0.04%,384355,
Nagpur South West,TOTAL,NA,192118,0.04%,NA,
Nagpur South,1 MOHAN GOPALRAO MATE,BJP,84339,0.04%,382493,
Nagpur South,2 GIRISH KRUSHNARAO PANDAV,INC,80326,49.98%,382493,
Nagpur South,3 SHANKAR PUNDALIK THOOL,BSP,5668,43.62%,382493,
Nagpur South,4 RAMESH KRISHNARAO PISHE,VBA,5583,41.54%,382493,
Nagpur South,5 SATISH VITTHALRAO HOLE,IND,4631,2.93%,382493,
Nagpur South,6 KISHOR RATANLAL KUMERIYA,IND,4426,2.89%,382493,
Nagpur South,7 PRAMOD NATHUJI MANMODE,IND,4274,2.39%,382493,
Nagpur South,8 NOTA,NOTA,2353,2.29%,382493,
Nagpur South,9 SHRIDHAR NARAYAN SALWE,IND,322,2.21%,382493,
Nagpur South,10 RAHUL SURESHRAO HARDE,IND,315,1.22%,382493,
Nagpur South,11 PRAMOD NEMINATH KAPSE,IND,240,0.17%,382493,
Nagpur South,12 ADV. TREESHIL VIJAY KHOBRAGADE,APoI,221,0.16%,382493,
Nagpur South,13 RAJASHRI INGLE,BMUP,183,0.12%,382493,
Nagpur South,14 ASHISH AJAY SHRIVASTAV,PHSP,141,0.11%,382493,
Nagpur South,15 UDAY RAMBHAUJI BORKAR,BAHUMP,119,0.09%,382493,
Nagpur South,16 DILIP RAMSUMIRAN YADAV,DJHP,89,0.07%,382493,
Nagpur South,17 VITTHAL GAIKWAD,HBP,81,0.06%,382493,
Nagpur South,18 JOHNEY STANLEE RAIBORDE,BMFP,55,0.05%,382493,
Nagpur South,TOTAL,NA,193366,0.04%,NA,
Nagpur East,1 KRUSHNA PANCHAM KHOPDE,BJP,103992,0.03%,371967,
Nagpur East,2 PURUSHOTTAM NAGORAO HAJARE,INC,79975,50.55%,371967,
Nagpur East,3 SAGAR DAMODHAR LOKHANDE,BSP,5284,52.35%,371967,
Nagpur East,4 MANGALMURTI RAMKRISHNA SONKUSARE,VBA,4338,40.26%,371967,
Nagpur East,5 NOTA,NOTA,3460,2.66%,371967,
Nagpur East,6 GOPALKUMAR GANESHU KASHYAP,CSM,535,2.18%,371967,
Nagpur East,7 BABLU GEDAM,IND,487,1.74%,371967,
Nagpur East,8 VILAS DADAJI CHARDE,IND,357,0.27%,371967,
Nagpur East,9 AMOL DILIP ITANKAR,IND,213,0.25%,371967,
Nagpur East,TOTAL,NA,198641,0.18%,NA,
Nagpur central,1 VIKAS SHANKARRAO KUMBHARE,BJP,75692,0.11%,324233,
Nagpur central,2 BUNTY BABA SHELKE,INC,71684,53.40%,324233,
Nagpur central,3 ABDUL SHARIQUE PATEL,AIMIM,8565,46.37%,324233,
Nagpur central,4 NOTA,NOTA,2149,43.91%,324233,
Nagpur central,5 DHARMENDRA MANDLIK,BSP,1971,5.25%,324233,
Nagpur central,6 KAMLESH HARIHAR BHAGATKAR,VBA,1614,1.32%,324233,
Nagpur central,7 SACHIN WAGHADE,IND,358,1.21%,324233,
Nagpur central,8 MOHAMMAD SHAKUR KHAN,MNDP,349,0.99%,324233,
Nagpur central,9 SANJAY GENDLALJI DOKE,IND,169,0.22%,324233,
Nagpur central,10 RAHUL GARIBLAL GOUR,IND,166,0.21%,324233,
Nagpur central,11 NANDA MAHESH BOKADE,RJBP,155,0.10%,324233,
Nagpur central,12 KAMAL GOUR,IND,130,0.10%,324233,
Nagpur central,13 KISHOR SHYAMSUNDAR SAMUNDRE,IND,118,0.09%,324233,
Nagpur central,14 BHOJRAJ KASHINATH NIMJE,PSPU,118,0.08%,324233,
Nagpur central,TOTAL,NA,163238,0.07%,NA,
Nagpur West,1 Vikas Pandurang Thakre,INC,83252,0.07%,362539,
Nagpur West,2 Sudhakar Shamrao Deshmukh,BJP,76885,50.35%,362539,
Nagpur West,3 Afzal Omar Farooque,BSP,8427,46.65%,362539,
Nagpur West,4 NOTA,NOTA,3717,43.08%,362539,
Nagpur West,5 Singh Manoj Krupashankar,IND,2201,4.72%,362539,
Nagpur West,6 Babita Raju Awasthi,IND,2050,2.08%,362539,
Nagpur West,7 Dr. Vinod Maroti Rangari,BARESP,665,1.23%,362539,
Nagpur West,8 Vijay Namdeorao Khandale,IND,290,1.15%,362539,
Nagpur West,9 Monali Prakash Bhalavi,IND,254,0.37%,362539,
Nagpur West,10 Rajiv Ranjan Singh,IND,251,0.16%,362539,
Nagpur West,11 Nilesh Mahadev Dhoke,IND,197,0.14%,362539,
Nagpur West,12 Rambhau Budharam Bhalavi,IND,186,0.14%,362539,
Nagpur West,13 Gajbhiye Yogesh Balakdas,IND,94,0.11%,362539,
Nagpur West,TOTAL,NA,178469,0.10%,NA,
Nagpur North,1 DR. NITIN RAUT,INC,86821,0.05%,384742,
Nagpur North,2 DR. MILIND MANE,BJP,66127,49.23%,384742,
Nagpur North,3 SURESH BHAGWAN SAKHARE,BSP,23333,44.35%,384742,
Nagpur North,4 DONGARE KIRTI DEEPAK,AIMIM,9318,33.78%,384742,
Nagpur North,5 VINAY PURUSHOTTAM BHANGE,VBA,5599,11.92%,384742,
Nagpur North,6 NOTA,NOTA,1986,4.76%,384742,
Nagpur North,7 ADV. KAILASH NATTHUJI WAGHMARE,IND,689,2.86%,384742,
Nagpur North,8 ADV. VIJAYA DILIP BAGDE,APoI,409,1.01%,384742,
Nagpur North,9 AMAN PRAKASH RAMTEKE,MNDP,313,0.35%,384742,
Nagpur North,10 KARTIK GENDLALJI DOKE,IND,295,0.21%,384742,
